ID,Author,Publication_Date,Title,Source,Volume,Issue,Beginning_Page,Ending_Page,Site_Name,Latitude,Longitude,Start_Date,End_Date,Midpoint_Year,Order,Family,Genus,Species,Common_Name,Adult_Body_Mass_g,Longevity_d,Generation_length_d,Home_Range_km2,Litter_Size,Neonate_Body_Mass_g,Social_Group_Size,Age_Class,Harvest_Status,Monitored,Males_Monitored,Females_Monitored,Mortalities,Known_Mortalities,Total_Harvest,Legal_Harvest,Illegal_Harvest,Vehicle,Poisoning,Agriculture,Train,Fence_Entanglement,Other_Human_Causes,Management,Predation,Disease,Accident_or_Injury,Other_Natural_Causes,Starvation,Weather,Drowning,Other_Animal,Unknown,Grizzly_Bear_Predation,Black_Bear_Predation,Mountain_Lion_Predation,Bobcat_Predation,Wolf_Predation,Coyote_Predation,Wolverine_Predation,Alligator_Predation,Badger_Predation,Domestic_Dog_Predation,Fire_Ants_Predation,Golden_Eagle_Predation,Grey_Fox_Predation,Lynx_Predation,Red_Fox_Predation,Bear_spp_Predation,Eagle_spp_Predation,Felid_spp_Predation,Raptor_spp_Predation,Unknown_Predation,Number_of_Relevant_Predators,Grizzly_Bear_Present,Black_Bear_Present,Mountain_Lion_Present,Bobcat_Present,Wolf_Present,Coyote_Present,Wolverine_Present,Number_of_Ungulates,Number_of_Top_Ungulates,Moose_Present,Elk_Present,Caribou_Present,Mule_Deer_Present,Whitetail_Present,Pronghorn_Present,Bighorn_Present,Number_of_Other_Ungulates_Present,Other_Wild_Ungulates_Present,Human_Footprint_Index,Road_Density,Percent_Forest_Cover,Average_Terrain_Ruggedness
196,Jenkins,2005,Demography and decline of the Mentasa caribou herd in Alaska,Canadian Journal of Zoology,83,9,1174,1188,Jenkins_A,61.71023,-142.98484,1990,1997,1994,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,82,0,82,38,14,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,NA,NA,1,NA,1,2,2,1,0,1,0,0,0,0,0,NA,0,0.001439817,0.109957709,538.4042642
213,Kelly,2020,Seasonal patterns of mortality for boreal caribou (Rangifer tarandus caribou) in an intact environment,Thesis: University of Alberta,0,0,1,41,Kelly_A,61.53405,-119.01098,2003,2018,2011,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Legal,423,0,423,172,135,11,11,0,0,0,0,0,0,3,0,106,0,0,15,0,0,0,0,37,0,6,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,NA,NA,1,NA,1,4,3,1,1,0,0,1,0,0,1,American Bison,0.213749204,0.004937818,0.729408719,12.70347425
219,Kinley,2000,"Population Status and Mortality of Mountain Caribou in the Southern Purcell Mountains, British Columbia",Proc Conf Biol Manage Species and Habitats at Risk,2,0,655,662,Kinley_A,49.19454,-116.44501,1994,1998,1996,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,50,NA,NA,15,12,1,1,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,NA,NA,1,NA,1,6,5,1,1,1,1,1,0,0,1,Mountain Goat,3.022273132,0.058356946,0.913365704,486.0012156
237,Lesmerises,2019,Effect of behavioral marginality on survival of an alpine ungulate,Ecosphere,10,7,e02806,0,Lesmerises_A,48.833333,-66,2013,2016,2015,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,43,17,26,22,15,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,NA,NA,0,NA,1,3,3,1,0,1,0,1,0,0,0,NA,1.133865994,0.028693817,0.91248325,197.2896789
245,Mahoney,2003,Habitat Selection and demography of a nonmigratory woodland caribou population in Newfoundland,Canadian Journal of Zoology,81,2,321,334,Mahoney_A,48.92358,-57.62636,1994,1996,1995,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,24,7,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,0,NA,0,3,3,1,0,1,0,1,0,0,0,NA,2.045516304,0.038327553,0.977964174,129.8814917
246,Mahoney,2003,Habitat Selection and demography of a nonmigratory woodland caribou population in Newfoundland,Canadian Journal of Zoology,81,2,321,334,Mahoney_A,48.92358,-57.62636,1994,1996,1995,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Illegal,46,27,19,15,9,1,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,NA,NA,0,NA,0,3,3,1,0,1,0,1,0,0,0,NA,2.045516304,0.038327553,0.977964174,129.8814917
247,Mahoney,2002,Long-Term Changes in Demography and Migration of Newfoundland Caribou,Journal of Mammalogy,83,4,957,963,Mahoney_B,48.78548,-56.97979,1994,2000,1997,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Legal,54,14,40,24,10,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,0,NA,0,1,1,0,0,1,0,0,0,0,0,NA,1.004328453,0.037760902,0.979377163,77.44810873
248,Mahoney,1990,Woodland caribou calf mortality in Insular Newfoundland,Trans 19th IUGB Congress,0,0,592,599,Mahoney_C,47.66898,-57.03369,1979,1984,1982,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Legal,225,NA,NA,52,52,1,0,1,0,0,0,0,0,0,0,40,5,2,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,3,1,0,1,NA,NA,0,NA,0,1,1,0,0,1,0,0,0,0,0,NA,0.388302551,0.003514722,0.878525427,88.38750836
260,McKay,2020,Close encounters of the fatal kind: Landscape features associated with central mountain caribou mortalities,Ecology and Evolution,2021,11,2234,2248,McKay_A,54.094407,-120.099138,2008,2015,2012,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Legal,76,0,76,37,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,11,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,NA,NA,1,NA,1,7,6,1,1,1,1,1,0,1,1,Mountain Goat,0.173094056,0,0.696001216,414.0340423
261,McLoughlin,2003,Declines in Populations of Woodland Caribou,The Journal of Wildlife Management,67,4,755,761,McLoughlin_A,54.58156,-110.38769,1993,2002,1998,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,332,0,332,104,72,9,0,9,0,0,0,0,0,0,0,58,0,0,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,1,NA,NA,1,NA,0,4,4,1,1,1,1,0,0,0,0,NA,2.564242964,0.090719123,0.56422603,22.72905754
327,Schaefer,1999,Demography of Decline of the Red Wine Mountains Caribou Herd,The Journal of Wildlife Management,63,2,580,587,Schaefer_A,53.35149,-60.44484,1981,1997,1989,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Legal,85,0,85,30,30,3,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,NA,NA,1,NA,1,3,3,1,1,1,0,0,0,0,0,NA,0.663399109,0.023615738,0.882859227,98.11182258
332,Seip,1992,Factors limiting woodland caribou populations and the interrelationships with wolves and moose in southeastern British Columbia,Canadian Journal of Zoology,70,8,1494,1503,Seip_A,52.45058,-120.05718,1984,1989,1987,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,75,NA,NA,6,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,NA,NA,1,NA,1,6,5,1,1,1,1,1,0,0,1,Mountain Goat,0.552075376,0.003092772,0.788778428,591.9340114
333,Seip,1992,Factors limiting woodland caribou populations and the interrelationships with wolves and moose in southeastern British Columbia,Canadian Journal of Zoology,70,8,1494,1503,Seip_B,52.61703,-120.8382,1984,1989,1987,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,51,NA,NA,23,18,0,0,0,0,0,0,0,0,0,0,13,0,3,0,2,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,NA,NA,1,NA,1,6,5,1,1,1,1,1,0,0,1,Mountain Goat,0.626989179,0.01875598,0.883772538,489.0178476
334,Sellers,2001,Natality and calf mortality of the Northern Alaska Peninsula and Southern Alaska Peninsula caribou herds,Rangifer,14,0,161,166,Sellers_A,55.572,-161.93981,1996,1999,1998,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Legal,39,NA,NA,22,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,9,3,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,NA,NA,1,NA,1,2,2,1,0,1,0,0,0,0,0,NA,0.320137694,0,0.206927374,183.1298661
335,Sellers,2001,Natality and calf mortality of the Northern Alaska Peninsula and Southern Alaska Peninsula caribou herds,Rangifer,14,0,161,166,Sellers_B,56.93252,-158.49225,1996,1999,1998,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Legal,52,NA,NA,13,7,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,NA,NA,1,NA,1,2,2,1,0,1,0,0,0,0,0,NA,0.107516651,0,0.194613721,162.3177793
364,Stotyn,2007,"Mortality sources and spatial partitioning among mountain caribou, moose, and wolves in the northern Columbia Mountains",Rept to Columbia Basin Fish and Wild Comp Prog,0,0,1,48,Stotyn_A,51.03526,-118.66093,2003,2006,2005,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Illegal,117,NA,NA,51,37,0,0,0,1,0,0,0,0,0,0,26,0,10,0,0,0,0,0,14,11,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,NA,NA,1,NA,1,6,5,1,1,1,1,1,0,0,1,Mountain Goat,1.679637663,0.027612571,0.813068359,612.2012798
377,Valkenburg,2004,Calf Mortality and Population Growth in the Delta Caribou Herd after Wolf Control,Wildlife Society Bulletin,32,3,746,756,Valkenburg_A,63.86479,-148.1373,1995,1997,1996,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Mixed,166,NA,NA,105,101,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,4,33,0,0,0,41,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,1,1,NA,NA,1,NA,1,3,2,1,0,1,0,0,0,0,1,Dall Sheep,0.519353196,0.014855786,0.185379593,363.5574131
401,Whitten,1992,Productivity and Early Calf Survival in the Porcupine Caribou Herd,The Journal of Wildlife Management,56,2,201,212,Whitten_A,69.51311,-143.7754,1983,1985,1984,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Juvenile,Legal,182,NA,NA,19,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,3,1,0,NA,NA,1,NA,1,1,1,0,0,1,0,0,0,0,0,NA,0,0,0.045407769,294.4726581
406,Wittmer,2005,"Population Dynamics of the endangered mountain ecotype of woodland caribou in British Columbia, Canada",Canadian Journal of Zoology,83,3,407,418,Wittmer_A,53.69773,-121.88078,1984,2004,1994,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou,109089,7556,1825,2400,1,5510,NA,Adult,Legal,386,48,338,163,163,2,0,2,2,0,0,0,0,0,0,67,0,20,72,0,0,0,0,0,0,0,14,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,4,1,1,NA,NA,1,NA,1,6,5,1,1,1,1,1,0,0,1,Mountain Goat,2.711540909,0.050024754,0.981801871,237.9611076
12,Ballard,2000,Survival of Female Elk in Arizona,The Journal of Wildlife Management,64,2,500,504,Ballard_C,33.85243,-109.70045,1985,1993,1989,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Mixed,197,0,197,37,29,25,22,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,NA,0,NA,NA,3,3,0,1,0,1,0,1,0,0,NA,2.085859873,0.068470273,0.438931298,144.2697975
14,Barber-Meyer,2008,Elk Calf Survival and Mortality following Wolf Restoration to Yellowstone National Park,Wildlife Monographs,69,1,1,30,Barber-Meyer_A,44.63613,-110.56755,2003,2006,2005,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Illegal,151,68,83,104,104,1,0,1,0,0,0,0,0,0,0,98,1,0,3,0,0,1,0,0,33,21,3,0,15,10,1,0,0,0,0,1,0,0,0,0,0,0,0,14,4,1,1,1,NA,1,NA,NA,8,6,1,1,0,1,1,1,1,2,"American Bison, Mountain Goat",1.319495734,0.05403986,0.462580227,216.6129545
26,Bender,2005,Mortality of Rocky Mountain Elk in Michigan due to Meningeal worm,Journal of Wildlife Diseases,41,1,134,140,Bender_B,45.15005,-84.19873,1981,1994,1988,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Mixed,Mixed,100,NA,NA,76,76,61,44,17,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,4.629232145,0.086138168,0.663127807,30.51520046
27,Bender,2010,Population demographics and dynamics of colonizing elk in a desert grassland-scrubland,Journal of Fish and Wildlife Management,1,2,152,160,Bender_C,35.99997,-108.00078,2003,2006,2005,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Mixed,Mixed,49,NA,NA,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,2,2,0,1,0,1,0,0,0,0,NA,3.92699707,0.04872861,0.00111465,47.26267773
30,Bender,2008,Relations between nutritional condition and survival of North American elk,Wildlife Biology,14,1,70,80,Bender_D,48.46938,-121.3682,2002,2003,2003,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,99,0,99,17,17,8,4,4,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,NA,0,NA,NA,3,3,1,1,0,1,0,0,0,0,NA,1.982054219,0.034505393,0.647775067,715.3663851
33,Berg,2019,Shifts in strategy: Calving and survival in a partially migratory elk population,Thesis: University of Alberta,0,0,1,261,Berg_A,51.60787,-115.26879,2013,2016,2015,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,94,NA,NA,57,49,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,8,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,1,1,NA,1,NA,NA,6,5,1,1,0,1,1,0,1,1,Mountain Goat,2.567464358,0.037091814,0.577734058,265.6657997
36,Bernal,2013,Investigations into possible factors affecting the recruitment of Rocky Mountain Elk on the Valles Caldera National Preserve,Thesis: Texas Tech University,0,0,1,102,Bernal_A,35.91975,-106.51239,2009,2012,2011,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,140,74,58,64,58,0,0,0,1,0,0,0,0,0,0,55,1,1,0,0,0,0,0,6,0,26,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,2,2,0,1,0,1,0,0,0,0,NA,5.994386323,0.158116479,0.353175858,177.5114045
69,Chitwood,2018,"Meningeal worm as a cause of mortality in restored elk population in Missouri, USA",Journal of Wildlife Diseases,54,1,95,100,Chitwood_A,37.17317,-90.89186,2011,2015,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Mixed,Illegal,167,NA,NA,47,35,0,0,0,0,0,0,0,0,0,0,5,4,0,19,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,4.091406747,0.091264893,0.861026965,60.41432016
70,Cleveland,2010,Human Predation risk and elk behavior in heterogeneous landscapes,Thesis: University of Montana,0,0,1,101,Cleveland_A,47.09581,-113.83992,2007,2009,2008,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,9,NA,NA,5,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,4.340246851,0.15692059,0.614592106,330.0249911
71,Cobb,2010,Spatial ecology and population dynamics of Tule Elk at Point Reyes National Seashore,Thesis: University of California Berkeley,0,0,1,202,Cobb_A,38.02441,-122.83002,2005,2008,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Illegal,42,0,42,10,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,NA,0,NA,NA,2,2,0,1,0,1,0,0,0,0,NA,19.65410122,1.084502621,0.174393709,129.3327113
72,Cobb,2010,Spatial ecology and population dynamics of Tule Elk at Point Reyes National Seashore,Thesis: University of California Berkeley,0,0,1,202,Cobb_A,38.02441,-122.83002,2005,2008,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Illegal,84,41,43,20,10,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,NA,0,NA,NA,2,2,0,1,0,1,0,0,0,0,NA,19.65410122,1.084502621,0.174393709,129.3327113
74,Cole,1997,Effects of Road Management on Movement and Survival of Roosevelt Elk,The Journal of Wildlife Management,61,4,115,1126,Cole_A,43.08669,-123.09136,1991,1995,1993,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,41,0,41,11,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,4.769240571,0.056862467,0.957210372,297.1219381
75,Conard,2012,Factors Influencing Survival of Female elk in a Harvested Population,Journal of Fish and Wildlife Management,3,2,199,208,Conard_A,39.10906,-96.81641,2003,2007,2005,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,34,0,34,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,7.192126386,0.306710273,0.024784938,28.9966543
78,Cox,2003,"Community dynamics among reintroduced elk, white-tailed deer, and coyote in southeastern Kentucky",Thesis: University of Kentucky,0,0,1,292,Cox_A,36.9028,-84.34236,1999,2001,2000,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Illegal,87,33,71,32,18,2,0,2,5,0,0,0,0,0,2,1,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,9.43120784,0.068252901,0.737265653,94.56330405
92,DeVivo,2011,Survival and cause-specific mortality of elk calves in a predator rich environment,Wildlife Biology,17,2,156,165,DeVivo_A,41.36281,-79.06634,2005,2009,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,93,43,50,15,9,5,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,9.7281986,0.307166929,0.878445495,79.64360594
93,DeVore,2018,Population dynamics model to inform harvest management of a small elk herd in central New Mexico,Journal of Fish and Wildlife Management,9,2,531,544,DeVore_A,33.82523,-106.90719,2011,2013,2012,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Uncollared only,28,13,15,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,5,3,0,1,0,1,0,1,0,2,Gemsbok; Collared Peccary,3.267370832,0.067885587,0.064199971,89.79912864
109,Evans,2006,Survival of Adult Female Elk in Yellowstone Following Wolf Restoration,The Journal of Wildlife Management,70,5,1372,1378,Evans_A,45.03502,-110.73874,2000,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Illegal,85,0,85,33,27,11,11,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,6,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,NA,1,NA,NA,8,6,1,1,0,1,1,1,1,2,"American Bison, Mountain Goat",1.479577554,0.053388621,0.523978614,330.6528332
115,Frair,2005,"Survival and movement behaviour of resident and translocated wapiti: Implications of their management in west-central Alberta, Canada",Thesis: University of Alberta,0,0,1,195,Frair_A,50.847,-114.182,2000,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,60,NA,NA,37,28,10,10,0,2,0,0,0,0,0,0,14,0,2,0,1,0,0,0,8,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,12.72925153,0.175715169,0.276971071,75.51037821
116,Frair,2005,"Survival and movement behaviour of resident and translocated wapiti: Implications of their management in west-central Alberta, Canada",Thesis: University of Alberta,0,0,1,195,Frair_B,52.27,-115.46,2000,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,91,NA,NA,14,10,6,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,2.938533978,0.051417884,0.83030979,134.056069
117,Frair,2005,"Survival and movement behaviour of resident and translocated wapiti: Implications of their management in west-central Alberta, Canada",Thesis: University of Alberta,0,0,1,195,Frair_C,52.907,-117.279,2000,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,47,NA,NA,34,31,19,19,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,3,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,0.758387549,0.026483289,0.593823884,344.8954342
118,Frair,2005,"Survival and movement behaviour of resident and translocated wapiti: Implications of their management in west-central Alberta, Canada",Thesis: University of Alberta,0,0,1,195,Frair_D,53.6022,-112.8629,2000,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,32,NA,NA,19,17,2,2,0,1,0,0,0,0,0,0,10,0,2,0,2,0,0,0,2,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,13.31468264,0.793542082,0.139695874,13.93787054
145,Halbritter,2011,"Condition, Survival and Productivity of Elk in the Sacramento Mountains of New Mexico",The Southwestern Naturalist,56,3,305,314,Halbritter_A,32.85538,-105.7119,2003,2007,2005,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,63,0,63,16,16,13,11,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,3,3,0,1,0,1,1,0,0,0,NA,4.997836324,0.129682563,0.323566615,125.7490852
153,Harris,2006,Monitoring survival of young in ungulates: a case study with Rocky Mountain Elk,Thesis: University of Montana,0,0,1,32,Harris_B,46.80813,-113.42716,2002,2006,2004,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,221,NA,NA,41,40,0,0,0,0,0,0,0,1,0,0,27,2,0,2,7,0,1,0,1,0,11,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,4.274856779,0.145180173,0.442208726,296.3776035
157,Hast,2019,Vital Rates and Habitat Selection of Bull Elk (Cervus canadensis nelsoni) In Southeast Kentucky,Thesis: University of Kentucky,0,0,1,213,Hast_A,37.72219063,-83.00408773,2011,2014,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,173,173,0,118,114,92,91,1,4,0,0,0,2,1,0,0,13,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,8.966772756,0.286978446,0.836012413,98.23486736
